Id,Y
16506,0.99935
16507,0.99765825
16508,0.99455875
16509,0.9924253
16510,0.57908773
16511,0.99117106
16512,0.9999802
16513,0.9999522
16514,0.99693155
16515,0.98411083
16516,0.99968493
16517,0.91972846
16518,0.998939
16519,0.99979717
16520,0.9950675
16521,0.97534376
16522,0.9953435
16523,0.9992393
16524,0.99991417
16525,0.9697026
16526,0.99996674
16527,0.99982613
16528,0.9998043
16529,0.999946
16530,0.9961319
16531,0.65880287
16532,0.9999964
16533,0.9986632
16534,0.99999785
16535,0.999705
16536,0.99862134
16537,0.9984309
16538,0.99944824
16539,0.99750215
16540,0.9994894
16541,0.99930835
16542,0.9999715
16543,0.99646264
16544,0.99969816
16545,0.9999726
16546,0.5001429
16547,0.95550185
16548,0.99896455
16549,0.9998938
16550,0.99827695
16551,0.99949694
16552,0.99975914
16553,0.99974066
16554,0.9947659
16555,0.99966776
16556,0.99939406
16557,0.9993364
16558,0.9997991
16559,0.99984527
16560,0.99761176
16561,0.9995585
16562,0.9260782
16563,0.9995727
16564,0.99478734
16565,0.99853396
16566,0.9999056
16567,0.9926379
16568,0.9997814
16569,0.9997898
16570,0.9985892
16571,0.99999297
16572,0.9976284
16573,0.9963051
16574,0.99989843
16575,0.9997485
16576,0.99992347
16577,0.99950767
16578,0.9999765
16579,0.9995382
16580,0.9912833
16581,0.042301334
16582,0.9991345
16583,0.9999169
16584,0.9996562
16585,0.9999789
16586,0.999998
16587,0.9998553
16588,0.999962
16589,0.9999914
16590,0.999992
16591,0.9991844
16592,0.9949674
16593,0.9999976
16594,0.999754
16595,0.99646086
16596,0.999979
16597,0.99998116
16598,0.9984731
16599,0.9952276
16600,0.99914277
16601,0.9997335
16602,0.9999976
16603,0.9999914
16604,0.99964595
16605,0.9999976
16606,0.9998431
16607,0.7038289
16608,0.9999989
16609,0.9971476
16610,0.99957865
16611,0.9999701
16612,0.9996013
16613,0.9999286
16614,0.9999237
16615,0.99968076
16616,0.98991686
16617,0.9999826
16618,0.99969256
16619,0.99933916
16620,0.999992
16621,0.99937916
16622,0.9954508
16623,0.99987674
16624,0.99989796
16625,0.99998224
16626,0.9994319
16627,0.9983706
16628,0.99574935
16629,0.99998295
16630,0.9999894
16631,0.9999869
16632,0.99952257
16633,0.99947625
16634,0.9948913
16635,0.9999156
16636,0.99399006
16637,0.99998975
16638,0.99988186
16639,0.9991198
16640,0.99882597
16641,0.9999231
16642,0.9995441
16643,0.99955994
16644,0.9978917
16645,0.9988331
16646,0.99811804
16647,0.9997913
16648,0.99964345
16649,0.9999583
16650,0.9999013
16651,0.9998598
16652,0.9971842
16653,0.0112028085
16654,0.99999666
16655,0.9997315
16656,0.99999166
16657,0.999966
16658,0.99997973
16659,0.9998337
16660,0.9997489
16661,0.9996086
16662,0.9991032
16663,0.99994004
16664,0.99952126
16665,0.99999404
16666,0.99998534
16667,0.99989533
16668,0.9999963
16669,0.9999926
16670,0.9999976
16671,0.9991478
16672,0.9989115
16673,0.9999963
16674,0.99999595
16675,0.99937975
16676,0.9999782
16677,0.9999715
16678,0.9999808
16679,0.99998415
16680,0.9996153
16681,0.9981596
16682,0.9999033
16683,0.9983557
16684,0.99829286
16685,0.99995697
16686,0.9993499
16687,0.9997526
16688,0.9997602
16689,0.9999988
16690,0.99999213
16691,0.99963784
16692,0.9996381
16693,0.9998648
16694,0.99866176
16695,0.9999975
16696,0.9997391
16697,0.99848795
16698,0.99999094
16699,0.99893695
16700,0.9999964
16701,0.99743724
16702,0.9999758
16703,0.9996697
16704,0.99998665
16705,0.0050489316
16706,0.99999285
16707,0.97765326
16708,0.9997484
16709,0.99999595
16710,0.99931884
16711,0.99940085
16712,0.9999939
16713,0.99897337
16714,0.9998914
16715,0.9999901
16716,0.9998895
16717,0.9956038
16718,0.99975973
16719,0.9417926
16720,0.99999523
16721,0.99988306
16722,0.99998903
16723,0.99999905
16724,0.98832417
16725,0.99999595
16726,0.9977441
16727,0.9999653
16728,0.9999769
16729,0.99701285
16730,0.9989472
16731,0.99853945
16732,0.99998033
16733,0.9995322
16734,0.9996853
16735,0.99961406
16736,0.992339
16737,0.99999404
16738,0.9993243
16739,0.9994547
16740,0.999754
16741,0.99892706
16742,0.9998258
16743,0.99964345
16744,0.9999994
16745,0.9997712
16746,0.9998808
16747,0.9999738
16748,0.9999926
16749,0.9999428
16750,0.99997926
16751,0.60244155
16752,0.99999523
16753,0.9999114
16754,0.99995303
16755,0.99997866
16756,0.98755884
16757,0.9999864
16758,0.9997422
16759,0.9998498
16760,0.99880147
16761,0.99996865
16762,0.9997609
16763,0.9991967
16764,0.99995077
16765,0.99999154
16766,0.9918543
16767,0.9735912
16768,0.9962333
16769,0.99531436
16770,0.99937576
16771,0.999676
16772,0.9975931
16773,0.9976949
16774,0.99965584
16775,0.99999547
16776,0.9959467
16777,0.99704784
16778,0.9996101
16779,0.99834406
16780,0.9999734
16781,0.99999654
16782,0.9994307
16783,0.9999889
16784,0.9999013
16785,0.9956055
16786,0.99985147
16787,0.9999887
16788,0.99954575
16789,0.9958111
16790,0.9746406
16791,0.9992537
16792,0.99888724
16793,0.99999535
16794,0.9996593
16795,0.99999475
16796,0.99999726
16797,0.99503976
16798,0.9995277
16799,0.99947697
16800,0.99481577
16801,0.99608326
16802,0.99963284
16803,0.9996063
16804,0.9996978
16805,0.9964743
16806,0.9997849
16807,0.9999628
16808,0.9999286
16809,0.9993579
16810,0.9999945
16811,0.99989605
16812,0.9997856
16813,0.9994672
16814,0.9999974
16815,0.956866
16816,0.99999404
16817,0.99983776
16818,0.99999166
16819,0.9999908
16820,0.9998091
16821,0.9999876
16822,0.99999034
16823,0.9998178
16824,0.99865425
16825,0.9940925
16826,0.9999498
16827,0.792433
16828,0.97726905
16829,0.99217415
16830,0.99942076
16831,0.99987364
16832,0.99827015
16833,0.9998543
16834,0.99934465
16835,0.9994654
16836,0.99721825
16837,0.99999607
16838,0.9981889
16839,0.99986446
16840,0.9986222
16841,0.9972253
16842,0.999997
16843,0.986193
16844,0.99951327
16845,0.9999845
16846,0.9999975
16847,0.9982439
16848,0.99997365
16849,0.999526
16850,0.99926573
16851,0.99917513
16852,0.9999924
16853,0.99907935
16854,0.9996948
16855,0.99988484
16856,0.99971
16857,0.9999976
16858,0.9999242
16859,0.99896944
16860,0.99817896
16861,0.9991647
16862,0.9999882
16863,0.9990308
16864,0.9998665
16865,0.015504725
16866,0.9999186
16867,0.99075174
16868,0.87312937
16869,0.99993014
16870,0.99943525
16871,0.9998311
16872,0.988304
16873,0.9999765
16874,0.99868435
16875,0.99999833
16876,0.9999974
16877,0.9974993
16878,0.99884415
16879,0.9999945
16880,0.9992556
16881,0.99966466
16882,0.99974424
16883,0.9999945
16884,0.999995
16885,0.99860233
16886,0.999992
16887,0.9998435
16888,0.99980265
16889,0.9996871
16890,0.99999535
16891,0.9998723
16892,0.9996817
16893,0.9996871
16894,0.99996674
16895,0.9972402
16896,9.4332994e-05
16897,0.99755293
16898,0.99951136
16899,0.9999907
16900,0.9999839
16901,0.9998723
16902,0.99913055
16903,0.9997943
16904,0.9999045
16905,0.99895525
16906,0.999874
16907,0.9995672
16908,0.9999865
16909,0.9997898
16910,0.9942888
16911,0.999681
16912,0.99998343
16913,0.9999871
16914,0.999863
16915,0.99796164
16916,0.9992749
16917,0.9996431
16918,0.9996475
16919,0.9995552
16920,0.99993575
16921,0.99978524
16922,0.9996952
16923,0.99999285
16924,0.9999963
16925,0.999902
16926,0.99989474
16927,0.99979085
16928,0.9998648
16929,0.9999894
16930,0.9997621
16931,0.99965775
16932,0.9999982
16933,0.9972475
16934,0.99984944
16935,0.9999819
16936,0.9999764
16937,0.9999758
16938,0.999482
16939,0.99947387
16940,0.99978846
16941,0.99897754
16942,0.9995478
16943,0.99978215
16944,0.9995865
16945,0.9999989
16946,0.99986804
16947,0.9791861
16948,0.99999404
16949,0.9994677
16950,0.99733645
16951,0.8377797
16952,0.9985141
16953,0.99733055
16954,0.99990165
16955,0.9999827
16956,0.99962604
16957,0.9978581
16958,0.9973623
16959,0.9999223
16960,0.99893504
16961,0.9994499
16962,0.99999607
16963,0.9944713
16964,0.99878997
16965,0.9999807
16966,0.9999664
16967,0.99971753
16968,0.99682164
16969,0.9948486
16970,0.9996636
16971,0.99981743
16972,0.99997747
16973,0.9991873
16974,0.9956951
16975,0.98825383
16976,0.999532
16977,0.99859875
16978,0.9997366
16979,0.99976224
16980,0.9999927
16981,0.9998229
16982,0.9536106
16983,0.99998486
16984,0.9998086
16985,0.9997038
16986,0.99548537
16987,0.98980486
16988,0.9993623
16989,0.9984603
16990,0.99974936
16991,0.9975108
16992,0.9998975
16993,0.9999944
16994,0.99715143
16995,0.021496639
16996,0.9997209
16997,0.9993272
16998,0.99904054
16999,0.9697873
17000,0.9998498
17001,0.9994343
17002,0.999711
17003,0.9994246
17004,0.99999166
17005,0.9999875
17006,0.99969983
17007,0.99999785
17008,0.9998859
17009,0.9999949
17010,0.9988569
17011,0.99841666
17012,0.9883031
17013,0.9989728
17014,0.99436486
17015,0.99999785
17016,0.98881257
17017,0.9999846
17018,0.9995659
17019,0.97279257
17020,0.9988949
17021,0.9999976
17022,0.9998386
17023,0.9995846
17024,0.99949634
17025,0.999244
17026,0.9997867
17027,0.9997582
17028,0.999992
17029,0.99975127
17030,0.99999607
17031,0.99805766
17032,0.9993611
17033,0.97983116
17034,0.99985754
17035,0.9999877
17036,0.9999285
17037,0.99975985
17038,0.8860088
17039,0.9986884
17040,0.9999863
17041,0.99110997
17042,0.99997973
17043,0.99779934
17044,0.9990404
17045,0.9999845
17046,0.99999046
17047,0.99844736
17048,0.9999939
17049,0.9999958
17050,0.99995744
17051,0.9997445
17052,0.9992428
17053,0.9999958
17054,0.99994314
17055,0.99999857
17056,0.99995923
17057,0.9999883
17058,0.9998821
17059,0.99929047
17060,0.9999974
17061,0.9999925
17062,0.99894875
17063,0.9709245
17064,0.9999894
17065,0.9999924
17066,0.97489387
17067,0.9986858
17068,0.9997062
17069,0.9998754
17070,0.99999726
17071,0.9980399
17072,0.99966145
17073,0.99997604
17074,0.99634725
17075,0.9999374
17076,0.9997198
17077,0.99972874
17078,0.9999914
17079,0.9998678
17080,0.99995506
17081,0.99993503
17082,0.99991274
17083,0.9864499
17084,0.99979395
17085,0.9999714
17086,0.9992994
17087,0.99980277
17088,0.024169203
17089,0.9991074
17090,0.99999
17091,0.00033767606
17092,0.9997775
17093,0.99885905
17094,0.999931
17095,0.9999944
17096,0.99470276
17097,0.99969375
17098,0.9998419
17099,0.999736
17100,0.9999918
17101,0.99999774
17102,0.99956495
17103,0.99813616
17104,0.9699135
17105,0.9997676
17106,0.9996784
17107,0.9999734
17108,0.999731
17109,0.9998273
17110,0.9865785
17111,0.015847228
17112,0.9991209
17113,0.99088424
17114,0.9993742
17115,0.99924386
17116,0.99833447
17117,0.9999969
17118,0.9997569
17119,0.9998903
17120,0.9996786
17121,0.99996316
17122,0.9992981
17123,0.9982704
17124,0.9989467
17125,0.99989736
17126,0.99950576
17127,0.99999595
17128,0.9999751
17129,0.9999919
17130,0.99999857
17131,0.9999906
17132,0.99818283
17133,0.9999974
17134,0.99865305
17135,0.999861
17136,0.998823
17137,0.99999833
17138,0.9993285
17139,0.9976719
17140,0.9766848
17141,0.9992324
17142,0.99974185
17143,0.9998456
17144,0.9990988
17145,0.99970573
17146,0.99974936
17147,0.99928087
17148,0.99998415
17149,0.99583864
17150,0.99944276
17151,0.9999567
17152,0.99946517
17153,0.9989403
17154,0.99998033
17155,0.9996619
17156,0.017043736
17157,0.9984849
17158,0.9888454
17159,0.24104677
17160,0.9994172
17161,0.9934924
17162,0.9979797
17163,0.99952877
17164,0.9990509
17165,0.99959105
17166,0.9234721
17167,0.99695146
17168,0.99999714
17169,0.9889815
17170,0.9990951
17171,0.999946
17172,0.9999933
17173,0.9994843
17174,0.9997392
17175,0.99782455
17176,0.9981458
17177,0.9987206
17178,0.9991788
17179,0.9993832
17180,0.9997607
17181,0.99999166
17182,0.9996972
17183,0.99999845
17184,0.9999229
17185,0.9986456
17186,0.99999654
17187,0.9994759
17188,0.9973635
17189,0.99969196
17190,0.9984542
17191,0.9996282
17192,0.99980396
17193,0.9952266
17194,0.99890697
17195,0.99996054
17196,0.9980428
17197,0.99971586
17198,0.9960492
17199,0.99998784
17200,0.99944025
17201,0.99897987
17202,0.99915755
17203,0.99996066
17204,0.99926215
17205,0.99983776
17206,0.9999951
17207,0.99326706
17208,0.9998342
17209,0.9999987
17210,0.9972589
17211,0.9996152
17212,0.9999976
17213,0.9999802
17214,0.99999607
17215,0.99971706
17216,0.9587296
17217,0.9999813
17218,0.99998736
17219,0.99996984
17220,0.99967015
17221,0.99898726
17222,0.99598664
17223,0.9980306
17224,0.9980122
17225,0.9999944
17226,0.9992478
17227,0.54567164
17228,0.9999962
17229,0.9996618
17230,0.99971217
17231,0.9835719
17232,0.997072
17233,0.9994029
17234,0.99934596
17235,0.9995283
17236,0.9832276
17237,0.99962175
17238,0.9997335
17239,0.9938291
17240,0.99982494
17241,0.9995223
17242,0.99836785
17243,0.9998425
17244,0.9973508
17245,0.99983263
17246,0.9991574
17247,0.96618783
17248,0.9998696
17249,0.99928975
17250,0.9987556
17251,0.9995435
17252,0.9995938
17253,0.99712235
17254,0.99978036
17255,0.9977679
17256,0.9997409
17257,0.9958839
17258,0.99930847
17259,0.9999927
17260,0.99889886
17261,0.9990158
17262,0.99220204
17263,0.9995297
17264,0.9995777
17265,0.99920964
17266,0.9727613
17267,0.99707055
17268,0.99960667
17269,0.9998635
17270,0.9999722
17271,0.9995739
17272,0.9999547
17273,0.99433494
17274,0.99998724
17275,0.99999475
17276,0.99973327
17277,0.0003080322
17278,0.99942327
17279,0.9990097
17280,0.9877824
17281,0.9972541
17282,0.99826705
17283,0.99958247
17284,0.99999475
17285,0.99853086
17286,0.99951696
17287,0.9986682
17288,0.999864
17289,0.9964954
17290,0.998423
17291,0.9996234
17292,0.99999034
17293,0.99982315
17294,0.99999344
17295,0.99991333
17296,0.999982
17297,0.92724955
17298,0.99972063
17299,0.9999429
17300,0.99901223
17301,0.9999945
17302,0.9977927
17303,0.99997044
17304,0.99998033
17305,0.9584403
17306,0.9999596
17307,0.99957675
17308,0.99998045
17309,0.99847203
17310,0.99072903
17311,0.99875283
17312,0.9999554
17313,0.99969673
17314,0.99999774
17315,0.9975942
17316,0.98452604
17317,0.9999558
17318,0.99351704
17319,0.99686664
17320,0.99954176
17321,0.9999943
17322,0.99787784
17323,0.99922323
17324,0.9967601
17325,0.9997843
17326,0.99929845
17327,0.9999969
17328,0.999998
17329,0.9998136
17330,0.99999225
17331,0.9999714
17332,0.99986875
17333,0.89169884
17334,0.9996196
17335,0.9994678
17336,0.9992576
17337,0.9999893
17338,0.990123
17339,0.99999034
17340,0.9987545
17341,0.72300273
17342,0.9993193
17343,0.99971694
17344,0.99985504
17345,0.999828
17346,0.9999536
17347,0.9999858
17348,0.9987839
17349,0.99873704
17350,0.99884284
17351,0.9999968
17352,0.9990627
17353,0.9999987
17354,0.99981564
17355,0.99978596
17356,0.99969006
17357,0.9987068
17358,0.99863225
17359,0.99744725
17360,0.9993274
17361,0.9754431
17362,0.003545954
17363,0.9999908
17364,0.9994808
17365,0.97084314
17366,0.9998987
17367,0.99959797
17368,0.9987196
17369,0.99975926
17370,0.9995782
17371,0.99999714
17372,0.9990702
17373,0.99955577
17374,0.9996451
17375,0.90135336
17376,0.99956363
17377,0.9999528
17378,0.9999932
17379,0.99997544
17380,0.9999949
17381,0.99993956
17382,0.999752
17383,0.9998802
17384,0.9999212
17385,0.9999919
17386,0.9999877
17387,0.9999964
17388,0.99970055
17389,0.99937767
17390,0.9997905
17391,0.9998951
17392,0.9999871
17393,0.9987956
17394,0.99392456
17395,0.9999324
17396,0.940766
17397,0.9998566
17398,0.9814502
17399,0.9997008
17400,0.9998584
17401,0.9970721
17402,0.9969446
17403,0.9999758
17404,0.9997855
17405,0.9999945
17406,0.999987
17407,0.99999654
17408,0.991789
17409,0.9996449
17410,0.99792236
17411,0.99997985
17412,0.999995
17413,0.9989986
17414,0.9999815
17415,0.9985039
17416,0.9999839
17417,0.9999908
17418,0.9934738
17419,0.99986315
17420,0.99994564
17421,0.99999213
17422,0.99586475
17423,0.9999913
17424,0.9999988
17425,0.9997782
17426,0.99997556
17427,0.99976295
17428,0.99998975
17429,0.99995565
17430,0.99990535
17431,0.9991787
17432,0.9996772
17433,0.99970275
17434,0.9999521
17435,0.95679
17436,0.999879
17437,0.9999254
17438,0.9991492
17439,0.99979335
17440,0.9998683
17441,0.99989974
17442,0.9999962
17443,0.995977
17444,0.999526
17445,0.9999614
17446,0.99965286
17447,0.9950787
17448,0.98147154
17449,0.99967015
17450,0.9683823
17451,0.99980074
17452,0.998334
17453,0.99999833
17454,0.98132
17455,0.9996176
17456,0.99998546
17457,0.9999753
17458,0.9999112
17459,0.9987061
17460,0.9999045
17461,0.99998856
17462,0.99986243
17463,0.99847525
17464,0.9951244
17465,0.99189293
17466,0.9980039
17467,0.9902873
17468,0.99853814
17469,0.9968934
17470,0.9999945
17471,0.9999989
17472,0.9999751
17473,0.9996113
17474,0.99999166
17475,0.9998716
17476,0.99718684
17477,0.9998
17478,0.99990165
17479,0.9999931
17480,0.99999547
17481,0.99999726
17482,0.99978703
17483,0.9991124
17484,0.9999453
17485,0.99998844
17486,0.99957806
17487,0.999982
17488,0.9999615
17489,0.9999974
17490,0.991956
17491,0.9962475
17492,0.83764863
17493,0.99996424
17494,0.9999058
17495,0.99918944
17496,0.99818605
17497,0.9994505
17498,0.997614
17499,0.99999416
17500,0.99979025
17501,0.99856657
17502,0.9949301
17503,0.93893164
17504,0.99427044
17505,0.99887544
17506,0.99989724
17507,0.9988342
17508,0.9884658
17509,0.99982125
17510,0.9999726
17511,0.9995882
17512,0.99995065
17513,0.9999602
17514,0.9999969
17515,0.99807346
17516,0.99911445
17517,0.99999905
17518,0.9999901
17519,0.9988329
17520,0.999995
17521,0.9999988
17522,0.99998426
17523,0.9997211
17524,0.9993999
17525,0.99971837
17526,0.9997975
17527,0.99999857
17528,0.999992
17529,0.9998228
17530,0.9999292
17531,0.9996111
17532,0.9982498
17533,0.0032079616
17534,0.99972373
17535,0.99999213
17536,0.9997569
17537,0.9999324
17538,0.9994766
17539,0.9987488
17540,0.99976915
17541,0.99999654
17542,0.9999951
17543,0.9999949
17544,0.99920315
17545,0.99971753
17546,0.9983646
17547,0.99962664
17548,0.99954444
17549,0.9999819
17550,0.99953437
17551,0.9999949
17552,0.99999833
17553,0.9988532
17554,0.9999869
17555,0.99990237
17556,0.9993766
17557,0.99928516
17558,0.99997115
17559,0.99998605
17560,0.99901867
17561,0.98664445
17562,0.9720125
17563,0.9996723
17564,0.99974054
17565,0.9998097
17566,0.9999975
17567,0.9974058
17568,0.9979462
17569,0.9999845
17570,0.9996351
17571,0.9994407
17572,0.9952734
17573,0.9997061
17574,0.9999906
17575,0.999764
17576,0.9999106
17577,0.99710506
17578,0.99999154
17579,0.99876523
17580,0.9707827
17581,0.99978477
17582,0.99969804
17583,0.9998884
17584,0.9978288
17585,0.9963875
17586,0.004018098
17587,0.9990369
17588,0.99826103
17589,0.9999974
17590,0.955069
17591,0.99996424
17592,0.99969256
17593,0.99951637
17594,0.9994211
17595,0.9999709
17596,0.99965274
17597,0.99976605
17598,0.9967367
17599,0.9994844
17600,0.99989545
17601,0.9996325
17602,0.942112
17603,0.97138906
17604,0.9887916
17605,0.99767417
17606,0.99874485
17607,0.99984896
17608,0.999185
17609,0.99859506
17610,0.99997663
17611,0.99999845
17612,0.99999917
17613,0.99147964
17614,0.44604358
17615,0.98121053
17616,0.9999907
17617,0.99985063
17618,0.9998913
17619,0.9996402
17620,0.99953926
17621,0.99974555
17622,0.99999666
17623,0.99996674
17624,0.9993068
17625,0.9970669
17626,0.9998221
17627,0.99999905
17628,0.99972206
17629,0.99994004
17630,0.9997298
17631,0.99955183
17632,0.99903786
17633,0.9941705
17634,0.99953055
17635,0.9999906
17636,0.9970573
17637,0.9996692
17638,0.9988067
17639,0.9984403
17640,0.99849033
17641,0.9999193
17642,0.99821365
17643,0.9999981
17644,0.99982965
17645,0.99986386
17646,0.9999858
17647,0.99999106
17648,0.010756331
17649,0.999864
17650,0.99998915
17651,0.99995375
17652,0.9998815
17653,0.99964416
17654,0.998569
17655,0.9963911
17656,0.9872995
17657,0.9992698
17658,0.9999969
17659,0.9997019
17660,0.99862695
17661,0.99988663
17662,0.9999949
17663,0.999705
17664,0.9999678
17665,0.99920255
17666,0.99478525
17667,0.9999914
17668,0.9988593
17669,0.99999475
17670,0.9986077
17671,0.99918944
17672,0.999428
17673,0.9993469
17674,0.99776566
17675,0.99970883
17676,0.9947089
17677,0.999561
17678,0.99999785
17679,0.9996786
17680,0.9995721
17681,0.99925584
17682,0.999584
17683,0.9992823
17684,0.99999845
17685,0.9940826
17686,0.996766
17687,0.9999634
17688,0.99287593
17689,0.9996039
17690,0.9963427
17691,0.9979127
17692,0.9994672
17693,0.99995947
17694,0.9992842
17695,0.997595
17696,0.10173784
17697,0.99810225
17698,0.9999988
17699,0.9997528
17700,0.99999404
17701,0.9993988
17702,0.9999962
17703,0.9996118
17704,0.99919635
17705,0.984583
17706,0.99747866
17707,0.9999732
17708,0.9992298
17709,0.99967694
17710,0.9989599
17711,0.99981743
17712,0.99961
17713,0.99960345
17714,0.9990183
17715,0.9999932
17716,0.95693153
17717,0.9999387
17718,0.9992624
17719,0.99993634
17720,0.9999937
17721,0.9999827
17722,0.99919754
17723,0.9998561
17724,0.9980361
17725,0.9999937
17726,0.993638
17727,0.9999814
17728,0.9898769
17729,0.9998068
17730,0.99718386
17731,0.99994147
17732,0.9999379
17733,0.99999523
17734,0.999967
17735,0.99977726
17736,0.9999418
17737,0.99964607
17738,0.9996865
17739,0.0029641348
17740,0.7826117
17741,0.99979883
17742,0.9999968
17743,0.99975234
17744,0.9997267
17745,0.99999607
17746,0.9972747
17747,0.9998443
17748,0.9999981
17749,0.99960166
17750,0.9999949
17751,0.99999094
17752,0.99989605
17753,0.9993837
17754,0.9999826
17755,0.9998834
17756,0.9994804
17757,0.99984586
17758,0.99971277
17759,0.9995395
17760,0.9930402
17761,0.9999713
17762,0.9999763
17763,0.99994135
17764,0.9999044
17765,0.99972564
17766,0.9984585
17767,0.99937916
17768,0.9999927
17769,0.9997861
17770,0.99998367
17771,0.9999845
17772,0.9995529
17773,0.9999875
17774,0.999985
17775,0.9999852
17776,0.9999801
17777,0.9984366
17778,0.99779403
17779,0.9997174
17780,0.9999502
17781,0.9994247
17782,0.9984756
17783,0.9919831
17784,0.99994206
17785,0.9954314
17786,0.99984074
17787,0.99900216
17788,0.9995752
17789,0.99953055
17790,0.9995196
17791,0.9919755
17792,0.99992776
17793,0.6217319
17794,0.99951696
17795,0.999331
17796,0.9999894
17797,0.99868757
17798,0.9997198
17799,0.99984455
17800,0.99588025
17801,0.9999151
17802,0.9945943
17803,0.99966896
17804,0.0006325147
17805,0.99999356
17806,0.9999701
17807,0.99998116
17808,0.9992132
17809,0.99931157
17810,0.99977213
17811,0.99923515
17812,0.9999945
17813,0.9994286
17814,0.9999964
17815,0.99992704
17816,0.99885356
17817,0.99999
17818,0.9999825
17819,0.99984217
17820,0.9991849
17821,0.99969304
17822,0.9997868
17823,0.9999957
17824,0.99432856
17825,0.9963446
17826,0.99859256
17827,0.9999976
17828,0.9996599
17829,0.999915
17830,0.9881187
17831,0.99925107
17832,0.9999956
17833,0.99991155
17834,0.9997929
17835,0.99319357
17836,0.9999522
17837,0.9999759
17838,0.9994611
17839,0.99943584
17840,0.99713874
17841,0.9981425
17842,0.99999917
17843,0.99999464
17844,0.99709
17845,0.9998641
17846,0.9973124
17847,0.9997161
17848,0.9744139
17849,0.9986179
17850,0.99998045
17851,0.99999774
17852,0.9984145
17853,0.99975365
17854,0.9999987
17855,0.9999285
17856,0.99999654
17857,0.99652797
17858,0.9999422
17859,0.999979
17860,0.99966407
17861,0.99999785
17862,0.99900705
17863,0.9999896
17864,0.9999529
17865,0.99982446
17866,0.9998952
17867,0.99706227
17868,0.9999572
17869,0.9990564
17870,0.9999937
17871,0.99999404
17872,0.99991846
17873,0.99981076
17874,0.99998784
17875,0.999895
17876,0.99978
17877,0.99999785
17878,0.9968779
17879,0.99995756
17880,0.87214226
17881,0.99910897
17882,0.9999474
17883,0.99982697
17884,0.99915695
17885,0.9999944
17886,0.9992176
17887,0.99892634
17888,0.9997609
17889,0.99556965
17890,0.99633235
17891,0.99904305
17892,0.95123065
17893,0.9963516
17894,0.99999785
17895,0.9999907
17896,0.999964
17897,0.99997544
17898,0.999998
17899,0.99999595
17900,0.016693937
17901,0.9979152
17902,0.9999757
17903,0.9999945
17904,0.9996094
17905,0.9999862
17906,0.99914014
17907,0.998938
17908,0.9963152
17909,0.99999213
17910,0.9986525
17911,0.99999
17912,0.93921626
17913,0.99981827
17914,0.9994394
17915,0.9996679
17916,0.99947506
17917,0.9999858
17918,0.9999831
17919,0.9992268
17920,0.9985827
17921,0.99953234
17922,0.99999785
17923,0.9997162
17924,0.9999304
17925,0.9977647
17926,0.9999845
17927,0.9999397
17928,0.9994054
17929,0.9997509
17930,0.9994405
17931,0.9955597
17932,0.9994273
17933,0.9996586
17934,0.99999666
17935,0.99925274
17936,0.99999344
17937,0.99998116
17938,0.9898461
17939,0.99999166
17940,0.997165
17941,0.99972767
17942,0.9990627
17943,0.99768364
17944,0.9998281
17945,0.9997062
17946,0.9995208
17947,0.9998198
